dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,baseline_after_params,baseline_rank_gap,baseline_rendered,probe_mode,probe_max_passes,probe_inner_limit,probe_match_limit,probe_ban_length,probe_scheduler,probe_status,probe_runtime_ms,probe_peak_rss_mb,probe_passes,probe_total_size,probe_after_params,probe_rank_gap,probe_after_nodes,probe_rendered,probe_error,param_delta,rank_gap_delta,improved,reached_rank
kotanchek,40,EPLEX,11,original,EPLEX,(((exp(-0.768 - x0) * (1.168 * (x0 / -0.199))) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) / (1.584 * (exp(-1.119 - x0) * x1) + (exp(x0) * (0.647 * exp(x0 * (exp(0.044 - x0) * (0.734 * (x1 / -0.158))))) + 1.494)),11.0,51.0,5.0,6.0,1.0,(((x0 * (-2.7230248474122782 / exp(x0))) ** 3.0) ** 2.0 + x1 * (0.29879427078110127 / exp(x0))) / (0.5173442803773342 / exp(x0) * x1 + (exp(x0 + x0 * (x1 * (-4.854538281570365 / exp(x0)))) * 0.647 + 1.494)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,202579.3184590002,1195.765625,2.0,116713.0,6.0,1.0,40.0,(((x0 * (-2.7230248474122782 / exp(x0))) ** 3.0) ** 2.0 + x1 * (0.29879427078110127 / exp(x0))) / (0.5173442803773342 / exp(x0) * x1 + (exp(x0 + x0 * (x1 * (-4.854538281570365 / exp(x0)))) * 0.647 + 1.494)),na,0.0,0.0,False,False
kotanchek,121,Operon,2,sympy,Operon,(18.301775890134767 * x1 ** 2.0 - 24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 - 5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) - 1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,11.0,51.0,10.0,11.0,1.0,(18.301775890134767 * x1 ** 2.0 + -24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 + -5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) + -1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,1173.15625,na,na,na,na,na,na,timeout,na,na,False,False
pagie,58,EPLEX,29,sympy,EPLEX,2.2818807653293 - 1.0 * log(abs(0.235 + 0.078310985281 * log(abs(-1.0 * exp(-1.0 * x0 ** 2.0 + log(abs(log(abs(0.897 - 0.164047378003738 * exp(log(abs(-0.003 - 0.276544027789322 / x1)))))))) - 0.155)) ** 4.0 * exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) / log(abs(-0.035)) ** 2.0)) ** 2.0,11.0,59.0,9.0,10.0,1.0,2.2818807653293 - log(abs(0.235 + exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) * 0.006968016239569429 * log(abs(-0.155 - exp(log(abs(log(abs(0.164047378003738 * (5.467932562625664 - abs(-0.003 - 0.276544027789322 / x1)))))) - x0 ** 2.0))) ** 4.0)) ** 2.0,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,92.74987402022816,113.046875,2.0,92.0,10.0,1.0,45.0,2.2818807653293 - log(abs(0.235 + exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) * 0.006968016239569429 * log(abs(-0.155 - exp(log(abs(log(abs(0.164047378003738 * (5.467932562625664 - abs(-0.003 - 0.276544027789322 / x1)))))) - x0 ** 2.0))) ** 4.0)) ** 2.0,na,0.0,0.0,False,False
pagie,36,EPLEX,7,original,EPLEX,log(abs(log(abs(log(abs(((1.45 + exp(log(abs(x1 / (log(abs(log(abs(2.209 / (log(abs(2.1 ** 2.0 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)) / 0.306 ** 3.0))) / 0.347 ** 3.0)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)) - 0.147 - 0.43)) ** 2.0 / 1.003) ** 3.0)))))) + 0.671,11.0,66.0,8.0,9.0,1.0,log(abs(log(abs(log(abs(((1.45 + 0.5615805837291812 * abs(x1 / (log(abs(log(abs(0.063293628744 / log(abs(4.41 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)))) / 0.04178192299999999)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)) ** 2.0 / 1.003) ** 3.0)))))) + 0.671,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,74.58187500014901,112.53125,2.0,74.0,9.0,1.0,60.0,log(abs(log(abs(log(abs(((1.45 + 0.5615805837291812 * abs(x1 / (log(abs(log(abs(0.063293628744 / log(abs(4.41 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)))) / 0.04178192299999999)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)) ** 2.0 / 1.003) ** 3.0)))))) + 0.671,na,0.0,0.0,False,False
pagie,38,EPLEX,9,sympy,EPLEX,log(abs(log(abs(0.216491281687613 * (x1 - 0.012) ** 2.0 * exp(2.0 * log(abs(0.505521))) / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 0.099892716042323 * exp(log(abs(-1.0 * exp(log(abs(0.666 / (x0 - log(abs(exp(log(abs(0.746))))) ** 9.0)))) / (x0 - 0.024389 * (x0 - 0.717) ** 3.0))))) ** 2.0))))),11.0,71.0,8.0,10.0,2.0,log(abs(log(abs(0.055324667754330335 * (x1 - 0.012) ** 2.0 / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 4.09581024405769 * abs(abs(0.666 / (x0 - -1.5929585714187373e-05)) / ((x0 - 0.717) ** 3.0 + x0 / -0.024389))) ** 2.0))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,279058.70533399866,688.953125,2.0,115.0,10.0,2.0,51.0,log(abs(log(abs(0.055324667754330335 * (x1 - 0.012) ** 2.0 / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 4.09581024405769 * abs(abs(0.666 / (x0 - -1.5929585714187373e-05)) / ((x0 - 0.717) ** 3.0 + x0 / -0.024389))) ** 2.0))))),na,0.0,0.0,False,False
pagie,17,Bingo,17,sympy,Bingo,-1.0 * (0.00015170797954567304 * x1 - 0.33614124518018773) * log(-1.0 * (2.0 * x1 - 7480.59586126575 * (x0 * x1 * (0.00015170797954567304 * x1 - 0.33614124518018773) - 1.7540433728398699e-06 * x1 + 0.0038864555787518342) ** 2.0) / (86.49043797591587 * x0 * x1 * (0.00015170797954567304 * x1 - 0.33614124518018773) - 0.00015170797954567304 * x1 + 0.33614124518018773)),12.0,23.0,4.0,9.0,5.0,-0.00015170797954567304 * (x1 - 2215.712358617164) * log(570111.3299045496 / ((x1 - 2215.712358617164) * (x0 * x1 - 0.011561971743956945)) * (((x1 - 2215.712358617164) * (0.00015170797954567304 * (x0 * x1 - 0.011561971743956945))) ** 2.0 - 0.00026735838121611763 * x1)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,50325.51291701384,1557.28125,3.0,124.0,9.0,5.0,36.0,-0.00015170797954567304 * (x1 - 2215.712358617164) * log(570111.3299045496 / ((x1 - 2215.712358617164) * (x0 * x1 - 0.011561971743956945)) * (((x1 - 2215.712358617164) * (0.00015170797954567304 * (x0 * x1 - 0.011561971743956945))) ** 2.0 - 0.00026735838121611763 * x1)),na,0.0,0.0,False,False
pagie,17,Bingo,17,original,Bingo,(-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1) * log(abs(-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1 + -86.49043797591587 * (x0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1))) + -2.0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1 + -86.49043797591587 * (x0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1)))) ** (-1.0)))),12.0,23.0,4.0,8.0,4.0,-0.00015170797954567304 * (x1 + -2215.712358617164) * log(abs((x1 + -2215.712358617164) * (-0.00015170797954567304 + 0.013121289595346548 * (x0 * x1)) + -2.0 * (x1 * ((x1 + -2215.712358617164) * (-0.00015170797954567304 + 0.013121289595346548 * (x0 * x1))) ** (-1.0)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,32730.217459029518,1192.15625,3.0,282.0,8.0,4.0,37.0,-0.00015170797954567304 * (x1 + -2215.712358617164) * log(abs((x1 + -2215.712358617164) * (-0.00015170797954567304 + 0.013121289595346548 * (x0 * x1)) + -2.0 * (x1 * ((x1 + -2215.712358617164) * (-0.00015170797954567304 + 0.013121289595346548 * (x0 * x1))) ** (-1.0)))),na,0.0,0.0,False,False
pagie,190,SRjl,11,original,PySR,(((exp(x1 * x1 * (-0.8539670752898669 - -0.06861288831350038)) / -0.19259636770415733 / -0.19259636770415733 + 3.1444526030898876) * 1.076497237488826 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805) * -0.0338639205428945 - -1.5240792477436123) * 1.0741028792241336,12.0,33.0,5.0,8.0,3.0,-0.036373334556940265 * ((exp(x1 * x1 * -0.7853541869763665) + 0.11663831509104948) * 29.02129148555034 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805 - 45.005989363018465),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,58.190207986626774,111.703125,2.0,73.0,8.0,3.0,27.0,-0.036373334556940265 * ((exp(x1 * x1 * -0.7853541869763665) + 0.11663831509104948) * 29.02129148555034 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805 - 45.005989363018465),na,0.0,0.0,False,False
pagie,204,SRjl,25,original,PySR,x1 / 0.6289404449426587 / x1 + exp(x1 * (x0 - x0 - x1 * 0.7129831793049115) - -0.09328282342059575) * 1.950745841766394 / -1.9881017574797382 - (log((x0 * x0 - -0.012659920175938618) * 0.74536250005349) * 1.1684223581358428 + -0.06564012561915462) / 0.44888855366171493 * -0.06798257267019443 + 0.026976315382705767,12.0,41.0,5.0,6.0,1.0,0.17695340463350415 * (log(x0 * x0 + 0.012659920175938618) + -0.19761433110752527) + (x1 / 0.6289404449426587 / x1 + -1.0771453131190882 / exp(x1 * (x1 * 0.7129831793049115))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,91397.67370797927,1190.296875,2.0,166.0,6.0,1.0,25.0,0.17695340463350415 * (-0.19761433110752527 + log(x0 * x0 + 0.012659920175938618)) + (x1 / 0.6289404449426587 / x1 + -1.0771453131190882 / exp(x1 * (x1 * 0.7129831793049115))),na,0.0,0.0,False,False
pagie,132,Operon,13,original,Operon,-8.47672417876e-05 + 1.0000656843185425 * (exp(-1.8279364109039307 * x1 * (2.2386462688446045 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(0.0022635490167886 * x0 * (-443.17218017578125 * x0)))) - exp(exp(-1.6148645877838135 + exp(0.56938636302948 + 0.0016070556594059 * x1 * (-348.2632751464844 * x1))))),12.0,41.0,8.0,9.0,1.0,-8.47672417876e-05 + 1.0000656843185425 * (exp(-4.092103025955282 * (x1 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(-1.00314195270495 * (x0 * x0)))) - exp(exp(-1.6148645877838135 + 1.7671823102499082 * exp(-0.5596784672873918 * (x1 * x1))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,63.66937400889583,111.265625,2.0,94.0,9.0,1.0,35.0,-8.47672417876e-05 + 1.0000656843185425 * (exp(-4.092103025955282 * (x1 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(-1.00314195270495 * (x0 * x0)))) - exp(exp(-1.6148645877838135 + 1.7671823102499082 * exp(-0.5596784672873918 * (x1 * x1))))),na,0.0,0.0,False,False
pagie,141,Operon,22,original,Operon,0.0059260418638587 + 0.996351420879364 * (1.9877398014068604 + -0.0255243461579084 * x1 * (39.26935958862305 * x1) * exp(-0.0006980864563957 * x1 * (4245.99462890625 * x1)) - exp(-0.0209862142801285 * x1 * (38.793426513671875 * x1)) - exp(exp(-2.641693592071533) + 0.0101619474589825 * x0 * (-75.68024444580078 * x0))),12.0,42.0,7.0,8.0,1.0,0.996351420879364 * (1.9877398014068604 + -1.002324727539394 * (x1 * x1) * exp(-2.9640713443683393 * (x1 * x1)) - exp(-0.8141271614763362 * (x1 * x1)) + -1.073839469267795 * exp(-0.7690586677411797 * (x0 * x0)) + 0.005947742673592485),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,104.99554200214334,112.484375,3.0,133.0,8.0,1.0,34.0,0.996351420879364 * (1.9877398014068604 + -1.002324727539394 * (x1 * x1) * exp(-2.9640713443683393 * (x1 * x1)) - exp(-0.8141271614763362 * (x1 * x1)) + -1.073839469267795 * exp(-0.7690586677411797 * (x0 * x0)) + 0.005947742673592485),na,0.0,0.0,False,False
pagie,180,SRjl,1,original,PySR,(exp(-5.8345976856156 / (x1 / 0.24351267979731375 * (x1 + x1))) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + (exp(x1) + x1) * -0.008401864666152042 * x1 / 0.9570866462661449 * -0.008401864666152042 + 0.2591798019283134) + 1.310080342754076) * 1.059245011980159 - 0.12992279845402313 + 0.020457225936674983,12.0,46.0,5.0,6.0,1.0,1.059245011980159 * (0.9475575264341134 + (exp(-1.4207985179634597 / ((x1 + x1) * x1)) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + x1 * 7.375646723703661e-05 * (exp(x1) + x1)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,147106.9200829661,1907.40625,2.0,209.0,6.0,1.0,32.0,1.059245011980159 * (0.9475575264341134 + (exp(-1.4207985179634597 / ((x1 + x1) * x1)) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + x1 * 7.375646723703661e-05 * (exp(x1) + x1)))),na,0.0,0.0,False,False
kotanchek,139,Operon,20,sympy,Operon,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp(-1.0 * x1 * (0.3277454376220703 * (-0.0070227989926934 * x0 + 1.1790944337844849 * x1 - 5.176636219024658) * exp(0.5296585344393987 * x1 ** 2.0) + 1.0949771404266357) * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,12.0,52.0,10.0,11.0,1.0,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp((0.002301690329192133 * (737.1186651377163 + x0 + -167.89522738885566 * x1) * exp(0.5296585344393987 * x1 ** 2.0) + -1.0949771404266357) * x1 * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,238099.73258301034,1295.65625,2.0,356.0,11.0,1.0,44.0,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp((0.002301690329192133 * (737.1186651377163 + x0 + -167.89522738885566 * x1) * exp(0.5296585344393987 * x1 ** 2.0) + -1.0949771404266357) * x1 * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,na,0.0,0.0,False,False
kotanchek,53,EPLEX,24,original,EPLEX,0.726 ** 3.0 * (x1 / exp((log(abs(exp(1.026) - 0.052)) - x0 + exp(log(abs(-0.001)))) ** 2.0) + (x1 / (x1 / exp(0.162) - log(abs(0.729 * log(abs(0.068)) ** 2.0)) ** 3.0) + 0.272) / exp((log(abs(exp(log(abs(log(abs(0.107))))) + 0.131 / 0.684)) - x0 + 0.135) ** 2.0)),12.0,55.0,6.0,8.0,2.0,0.382657176 * (x1 / exp((1.0071853410296334 - x0 + 0.0010000000000000002) ** 2.0) + (x1 / (x1 / 1.1758602413209998 + -4.588343219352302) + 0.272) / exp((0.8864280113449994 - x0 + 0.135) ** 2.0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,63.553082989528775,111.859375,2.0,87.0,8.0,2.0,31.0,0.382657176 * (x1 / exp((1.0071853410296334 - x0 + 0.0010000000000000002) ** 2.0) + (x1 / (x1 / 1.1758602413209998 + -4.588343219352302) + 0.272) / exp((0.8864280113449994 - x0 + 0.135) ** 2.0)),na,0.0,0.0,False,False
pagie,27,Bingo,27,sympy,Bingo,0.3423580139257516 * log((-1.0 * x0 * (873.3376269371646 * x1 ** 2.0 * (0.02889247043398928 * x1 ** 2.0 + 0.22668301730799556 * log(-1.0 / x1) - 1.0) ** 2.0 + 0.4457591552950685) + 0.45123069569900626 * x1 * (0.8538385588541292 * x1 ** 2.0 + 6.699001432126425 * log(-1.0 / x1) - 29.552286323348394)) / (x1 * (0.8538385588541292 * x1 ** 2.0 + 6.699001432126425 * log(-1.0 / x1) - 29.552286323348394))),12.0,55.0,7.0,8.0,1.0,0.3423580139257516 * log(0.45123069569900626 - x0 * (((0.02889247043398928 * x1 ** 2.0 + 0.22668301730799556 * log(-1.0 / x1) - 1.0) ** 2.0 * x1 ** 2.0 - -0.0005104087371780447) * (1022.8369495390367 / ((x1 ** 2.0 + log(-1.0 / x1) / 0.12745758715013442 - 34.61109365101552) * x1)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,381.1875,na,na,na,na,na,na,timeout,na,na,False,False
kotanchek,203,SRjl,24,sympy,PySR,(-0.7330341374049288 * x1 * (1.1635766746115828 * x0 * (x0 - 1.096491354684671 * x1 + 0.09649135468467125 * exp(x1) + 0.065716650770683) - 3.3628776435387486 * x0 - x1 + 0.5423590312635699) - 0.02765235981387666 * x1 + 0.02765235981387666 * exp(x0 ** 2.0) + 0.02765235981387666 * exp(x1) + 0.09299150260917513) / (-1.0 * x1 + exp(x0 ** 2.0) + exp(x1) + 3.3628776435387486),12.0,62.0,7.0,8.0,1.0,-0.7330341374049288 * x1 * (1.1635766746115828 * (x0 * (x0 + -1.096491354684671 * x1 + 0.09649135468467125 * exp(x1) + -2.824404573652556)) - x1 + 0.5423590312635699) / (exp(x1) - x1 + exp(x0 ** 2.0) + 3.3628776435387486) + 0.02765235981387666,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,34954.097043024376,1170.15625,2.0,1307.0,8.0,1.0,38.0,-0.7330341374049288 * x1 * (x0 * (0.11227508961275655 * (-29.27106353602936 + (exp(x1) + (-11.363622764629515 * x1 + x0 / 0.09649135468467125)))) - x1 + 0.5423590312635699) / (3.3628776435387486 - x1 + exp(x0 ** 2.0) + exp(x1)) + 0.02765235981387666,na,0.0,0.0,False,False
kotanchek,58,EPLEX,29,original,EPLEX,(0.439 + (0.792 - exp(x1 * (x0 - x1 * (x0 - x1 * (0.087 - x1 * (x0 + 0.792)) * (0.724 * (0.1 * -0.617)))) * 0.158 - x1 * 0.391))) * exp(-0.272 - (x0 - -1.139 * -0.787) * (x0 - 0.996)),13.0,41.0,8.0,10.0,2.0,(0.439 + (0.792 - exp(x1 * (0.158 * (x0 - x1 * (x0 + 0.044670800000000004 * (x1 * (0.087 - x1 * (x0 + 0.792))))) + -0.391)))) * exp(-0.272 - (x0 + -0.896393) * (x0 + -0.996)),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,745.4375,na,na,na,na,na,na,timeout,na,na,False,False
pagie,198,SRjl,19,original,PySR,exp(1.6192610045238203 - x1 * (x1 * 0.7535182129829733)) * -0.21285687998099873 + (((log(x0 * 1.5235906172795304 * x0 + 0.06448297969903283) - 0.12681544318708607) / 0.08854432768601415 / 0.17256272348446586 + 2.129974383942787 / 0.683782127547919 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036 + 1.566387478855351) + -0.0983545993932211,13.0,42.0,6.0,8.0,2.0,1.4680328794621298 + (-1.0747904801917398 * exp(-0.7535182129829733 * (x1 * x1)) + ((0.34184968679845384 + log(x0 * x0 + 0.042323035445158724)) / 0.08854432768601415 / 0.17256272348446586 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,11501.649665995501,491.328125,2.0,258.0,8.0,2.0,34.0,1.4680328794621298 + (-1.0747904801917398 * exp(-0.7535182129829733 * (x1 * x1)) + ((0.34184968679845384 + log(x0 * x0 + 0.042323035445158724)) / 0.08854432768601415 / 0.17256272348446586 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036),na,0.0,0.0,False,False
kotanchek,139,Operon,20,original,Operon,0.000488817866426 + 0.998822033405304 * (exp((-5.176636219024658 - 0.0070227989926934 * x0 + 1.1790944337844849 * x1) * (-0.3277454376220703 * x1) + exp(6.331946849822998 * x1 * (-0.083648607134819 * x1)) * (-1.0949771404266357 * x1)) / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0))))),13.0,45.0,10.0,11.0,1.0,0.000488817866426 + exp(x1 * (-0.002301690329192133 * (-737.1186651377163 - x0 + 167.89522738885566 * x1) + exp(-0.5296585344393987 * (x1 * x1)) * -1.0949771404266357)) * (0.998822033405304 / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,229413.52933296002,2067.234375,2.0,459454.0,11.0,1.0,39.0,0.000488817866426 + 0.998822033405304 * (exp(x1 * (-0.3864428211984432 * x1 + (0.002301690329192133 * x0 + 1.696618903014496) + exp(-0.5296585344393987 * (x1 * x1)) * -1.0949771404266357)) / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0))))),na,0.0,0.0,False,False
pagie,136,Operon,17,original,Operon,0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(100.48599243164062 * x1 * (-0.0308157186955214 * x1)) - (0.7702111005783081 * x0 * (1.5427883863449097 * x0) + 1.0054689645767212) * exp(-1.7126119136810303 * x0 * (0.8499408960342407 * x0)) - exp(exp(100.99022674560547 * x1 * (-0.0091333612799644 * x1) + 0.0902468413114548))),13.0,45.0,8.0,9.0,1.0,0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(-3.09654807561373 * (x1 * x1)) + -1.1882727410061449 * (exp(-1.4556189044729706 * (x0 * x0)) * (x0 * x0 + 0.8461600858783999)) - exp(1.094444404457469 * exp(-0.9223802266131381 * (x1 * x1)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,264721.000333986,1002.71875,2.0,110.0,9.0,1.0,37.0,0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(-3.09654807561373 * (x1 * x1)) + -1.1882727410061449 * (exp(-1.4556189044729706 * (x0 * x0)) * (x0 * x0 + 0.8461600858783999)) - exp(1.094444404457469 * exp(-0.9223802266131381 * (x1 * x1)))),na,0.0,0.0,False,False
pagie,142,Operon,23,original,Operon,0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + 0.7655488848686218 * x0 * (-1.5458080768585205 * x0)) * exp(0.4586827158927917 * x0 * (-3.168611526489258 * x0)) + (2.974963665008545 + exp(-0.3110347986221313 + 3.010924816131592 * x1 * (-1.1550782918930054 * x1))) - exp(exp(23.08673095703125 * x1 * (-0.0377156287431717 * x1)))),13.0,45.0,8.0,9.0,1.0,0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + -1.1833916494599492 * (x0 * x0)) * exp(-1.4533873405792972 * (x0 * x0)) + (2.974963665008545 + 0.7326883788796684 * exp(-3.4778538936355403 * (x1 * x1))) - exp(exp(-0.8707305736688796 * (x1 * x1)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,9795.637958974112,469.40625,2.0,368.0,9.0,1.0,37.0,0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + -1.1833916494599492 * (x0 * x0)) * exp(-1.4533873405792972 * (x0 * x0)) + (2.974963665008545 + 0.7326883788796684 * exp(-3.4778538936355403 * (x1 * x1))) - exp(exp(-0.8707305736688796 * (x1 * x1)))),na,0.0,0.0,False,False
kotanchek,199,SRjl,20,original,PySR,((x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 - 0.9074669493168073) * (x1 - 0.9074669493168073)) / 0.5265567407010389) - (exp(x1 + -1.310249982230761) - 1.9459994320156533)) * (exp(x0 - -0.2675077718636208) + x0) / (exp(x0 * x0) / 1.351714069625226 + 2.611734354409015) - -0.2675077718636208 + -0.13108935473065172) * 0.07960520452659406,13.0,45.0,9.0,11.0,2.0,0.1076034749739909 * ((x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 + -0.9074669493168073) * (x1 + -0.9074669493168073)) / 0.5265567407010389) + -0.2697526145950635 * (exp(x1) + -7.2140150891099655)) * ((exp(x0 + 0.2675077718636208) + x0) / (exp(x0 * x0) + 3.5303180729782215)) + 0.10092253990578956),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,184.35174995101988,114.984375,2.0,318.0,11.0,2.0,41.0,0.1076034749739909 * ((x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 + -0.9074669493168073) * (x1 + -0.9074669493168073)) / 0.5265567407010389) + -0.2697526145950635 * (exp(x1) + -7.2140150891099655)) * ((exp(x0 + 0.2675077718636208) + x0) / (exp(x0 * x0) + 3.5303180729782215)) + 0.10092253990578956),na,0.0,0.0,False,False
pagie,14,Bingo,15,original,Bingo,-0.3615909827079473 - (-0.3615909827079473 + (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) * (0.7495558385988832 + -0.052282035688047096 * (x0 * x0))) * (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) * (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)))) * log(abs(-242.5021661422168 * x1)),13.0,45.0,6.0,10.0,4.0,-0.3615909827079473 - (-0.3615909827079473 + 7.471537092712174e-06 * (((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975) * ((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975))) * (5.491010642882867 + log(abs(x1))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,131.54816601308994,115.46875,2.0,78.0,10.0,4.0,39.0,-0.3615909827079473 - (-0.3615909827079473 + 7.471537092712174e-06 * (((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975) * ((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975))) * (5.491010642882867 + log(abs(x1))),na,0.0,0.0,False,False
